File,Line,Error Type,Quality,Message,Notes,Context
src/parser/mod.rs,2924,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""unexpected '}' in string literal (use '}}' for literal brace)"","
src/prelude.rs,49,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot define enum '{}': conflicts with built-in prelude type"","
src/prelude.rs,61,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot define class '{}': conflicts with built-in prelude type"","
src/prelude.rs,73,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot define trait '{}': conflicts with built-in prelude type"","
src/prelude.rs,85,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot define error '{}': conflicts with built-in prelude type"","
src/rust_ffi/mod.rs,57,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""duplicate extern rust alias '{}'"", alias),"
src/stages.rs,29,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""stage '{}' inherits from unknown stage '{}'"", stage.node.name.node, parent_name.node),"
src/stages.rs,44,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""circular stage inheritance: '{}' eventually inherits from itself"", stage.node.name.node),"
src/stages.rs,99,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate injected field '{}' in stage inheritance chain for '{}'"","
src/stages.rs,132,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""'override fn {}' in stage '{}' does not override any method from parent stage"","
src/stages.rs,141,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""method '{}' in stage '{}' shadows a parent method — use 'override fn' to override"","
src/stages.rs,177,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""stage '{}' has unimplemented required methods: {}"","
src/typeck/check.rs,33,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""'self' used outside of class method"", p.name.span,"
src/typeck/check.rs,50,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown function '{}'"", lookup_name),"
src/typeck/check.rs,104,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""type mismatch: expected {expected}, found empty array""),"
src/typeck/check.rs,111,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""cannot infer type of empty array literal; add a type annotation"".to_string(),"
src/typeck/check.rs,122,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""type mismatch: expected {expected}, found {val_type}""),"
src/typeck/check.rs,151,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""return with a value is not allowed in generator functions; use yield instead"".to_string(),"
src/typeck/check.rs,165,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""return type mismatch: expected {return_type}, found {actual}""),"
src/typeck/check.rs,173,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""closure capturing scope binding cannot escape scope block via return"", expr.span,"
src/typeck/check.rs,182,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""undefined variable '{}'"", target.node),"
src/typeck/check.rs,188,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""cannot reassign channel sender/receiver variable"".to_string(), target.span,"
src/typeck/check.rs,195,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""type mismatch in assignment: expected {var_type}, found {val_type}""),"
src/typeck/check.rs,209,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""closure capturing scope binding cannot escape scope block via assignment to outer variable"", value.span,"
src/typeck/check.rs,224,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""condition must be bool, found {cond_type}""),"
src/typeck/check.rs,241,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""while condition must be bool, found {cond_type}""),"
src/typeck/check.rs,262,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""for loop requires array, range, string, bytes, receiver, or stream, found {iter_type}""),"
src/typeck/check.rs,286,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""'break' can only be used inside a loop"", span,"
src/typeck/check.rs,294,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""'continue' can only be used inside a loop"", span,"
src/typeck/check.rs,304,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""expect() must be followed by an assertion method like .to_equal(), .to_be_true(), or .to_be_false()"", expr.span,"
src/typeck/check.rs,311,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""Task handle must be used -- call .get(), .detach(), or assign to a variable"", expr.span,"
src/typeck/check.rs,322,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""channel capacity must be int, found {cap_type}""),"
src/typeck/check.rs,345,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""select recv arm requires a Receiver, found {chan_type}""),"
src/typeck/check.rs,358,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""select send expects {}, found {val_type}"", elem_type),"
src/typeck/check.rs,366,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""select send arm requires a Sender, found {chan_type}""),"
src/typeck/check.rs,386,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""yield can only be used inside a generator function (one that returns stream T)"".to_string(), span,"
src/typeck/check.rs,394,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""yield type mismatch: expected {elem_type}, found {val_type}""),"
src/typeck/check.rs,425,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown class '{name}' in scope seed""),"
src/typeck/check.rs,431,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""scope seed must be a scoped class, but '{name}' has lifecycle '{}'; \"
src/typeck/check.rs,444,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""scope seed must be a class instance, found {ty}""),"
src/typeck/check.rs,459,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown class '{name}' in scope binding""),"
src/typeck/check.rs,467,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""scope binding must be a class type, found {ty}""),"
src/typeck/check.rs,519,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""scope: unknown class '{class_name}'""),"
src/typeck/check.rs,532,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""scoped class '{class_name}' has non-injected fields and must be provided as a seed; \"
src/typeck/check.rs,613,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""scope block: circular dependency detected among scoped classes: {cycle_str}"""
src/typeck/check.rs,637,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""scope block: cannot wire field '{field_name}' of class '{class_name}': \"
src/typeck/check.rs,660,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""scope block: binding type '{binding_class}' is not reachable from seeds; \"
src/typeck/check.rs,877,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot assign to field of immutable variable '{}'; declare with 'let mut' to allow mutation"","
src/typeck/check.rs,889,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""field assignment on non-class type {obj_type}""),"
src/typeck/check.rs,896,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown class '{class_name}'""),"
src/typeck/check.rs,905,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""class '{class_name}' has no field '{}'"", field.node),"
src/typeck/check.rs,912,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""field '{}': expected {field_type}, found {val_type}"", field.node),"
src/typeck/check.rs,931,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""array index must be int, found {idx_type}""),"
src/typeck/check.rs,938,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""index assignment: expected {elem}, found {val_type}""),"
src/typeck/check.rs,947,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""map key type mismatch: expected {key_ty}, found {idx_type}""),"
src/typeck/check.rs,954,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""map value type mismatch: expected {val_ty}, found {val_type}""),"
src/typeck/check.rs,963,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""bytes index must be int, found {idx_type}""),"
src/typeck/check.rs,970,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""bytes index assignment: expected byte, found {val_type}""),"
src/typeck/check.rs,977,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""index assignment on non-indexable type {obj_type}""),"
src/typeck/check.rs,997,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""match requires enum type, found {scrutinee_type}""),"
src/typeck/check.rs,1004,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown enum '{enum_name}'""),"
src/typeck/check.rs,1017,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""match arm enum '{}' does not match scrutinee enum '{}'"", arm.enum_name.node, enum_name),"
src/typeck/check.rs,1025,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""enum '{}' has no variant '{}'"", enum_name, arm.variant_name.node),"
src/typeck/check.rs,1033,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate match arm for variant '{}'"", arm.variant_name.node),"
src/typeck/check.rs,1039,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""variant '{}' has {} fields, but {} bindings provided"","
src/typeck/check.rs,1053,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""variant '{}' has no field '{}'"", arm.variant_name.node, binding_field.node),"
src/typeck/check.rs,1067,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""non-exhaustive match: missing variant '{}'"", variant_name),"
src/typeck/check.rs,1083,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown error type '{}'"", error_name.node),"
src/typeck/check.rs,1089,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""error '{}' has {} fields, but {} were provided"","
src/typeck/check.rs,1102,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""error '{}' has no field '{}'"", error_name.node, lit_name.node),"
src/typeck/check.rs,1109,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""field '{}': expected {field_type}, found {val_type}"", lit_name.node),"
src/typeck/check.rs,1193,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot assign to 'self.{}' in a non-mut method; declare 'mut self' to modify fields"","
src/typeck/check.rs,1255,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot call 'mut self' method '{}' on self in a non-mut method; declare 'mut self'"","
src/typeck/errors.rs,595,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""call to fallible function '{}' must be handled with ! or catch"","
src/typeck/errors.rs,613,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""call to fallible method '{}' must be handled with ! or catch"", method.node),"
src/typeck/errors.rs,630,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""'!' applied to infallible function '{}'"", name.node),"
src/typeck/errors.rs,645,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""'!' applied to infallible method '{}'"", method.node),"
src/typeck/errors.rs,652,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( ""! can only be applied to function calls"", inner.span,"
src/typeck/errors.rs,668,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""catch applied to infallible function '{}'"", name.node),"
src/typeck/errors.rs,682,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""catch applied to infallible method '{}'"", method.node),"
src/typeck/errors.rs,689,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""catch can only be applied to function calls"", inner.span,"
src/typeck/errors.rs,772,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""error propagation (!) is not allowed in spawn arguments; evaluate before spawn"","
src/typeck/infer.rs,29,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot interpolate {} into string"", t),"
src/typeck/infer.rs,46,type_err,Poor,<complex or variable message>,Generic or missing message,".ok_or_else(|| CompileError::type_err( format!(""undefined variable '{name}'""),"
src/typeck/infer.rs,58,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""cannot negate type {t}""),"
src/typeck/infer.rs,66,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot apply '!' to type {t}""),"
src/typeck/infer.rs,75,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot apply '~' to type {t}""),"
src/typeck/infer.rs,94,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""cannot cast from {source} to {target}""),"
src/typeck/infer.rs,109,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown class '{class_name}'""),"
src/typeck/infer.rs,118,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""class '{class_name}' has no field '{}'"", field.node),"
src/typeck/infer.rs,127,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""field access on non-class type {obj_type}""),"
src/typeck/infer.rs,135,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""cannot infer type of empty array literal; add a type annotation"".to_string(),"
src/typeck/infer.rs,144,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""array element type mismatch: expected {first_type}, found {t}""),"
src/typeck/infer.rs,158,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""array index must be int, found {idx_type}""),"
src/typeck/infer.rs,168,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""map key type mismatch: expected {key_ty}, found {idx_type}""),"
src/typeck/infer.rs,178,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""string index must be int, found {idx_type}""),"
src/typeck/infer.rs,188,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""bytes index must be int, found {idx_type}""),"
src/typeck/infer.rs,196,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""index on non-indexable type {obj_type}""),"
src/typeck/infer.rs,230,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""map key type mismatch: expected {kt}, found {actual_k}""),"
src/typeck/infer.rs,237,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""map value type mismatch: expected {vt}, found {actual_v}""),"
src/typeck/infer.rs,249,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""range start must be int, found {start_type}""),"
src/typeck/infer.rs,255,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""range end must be int, found {end_type}""),"
src/typeck/infer.rs,268,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""set element type mismatch: expected {et}, found {actual}""),"
src/typeck/infer.rs,283,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""spawn requires a function call"".to_string(), span,"
src/typeck/infer.rs,324,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot spawn inside scope block: task would capture scope binding '{name}'""),"
src/typeck/infer.rs,344,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""'?' applied to non-nullable type {inner_type}""),"
src/typeck/infer.rs,356,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""type {ty} cannot be used as a map/set key (must be int, float, bool, string, byte, or enum)""),"
src/typeck/infer.rs,376,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""operand type mismatch: {lt} vs {rt}""),"
src/typeck/infer.rs,386,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""operator not supported for type {lt}""),"
src/typeck/infer.rs,394,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""cannot compare bytes with ==; use element-wise comparison"".to_string(),"
src/typeck/infer.rs,404,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot compare {lt} with {rt}""),"
src/typeck/infer.rs,413,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot compare {lt} with {rt}""),"
src/typeck/infer.rs,420,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""comparison not supported for type {lt}""),"
src/typeck/infer.rs,428,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""logical operators require bool operands, found {lt} and {rt}""),"
src/typeck/infer.rs,437,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""bitwise operators require int operands, found {lt} and {rt}""),"
src/typeck/infer.rs,461,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""builtin function '{}' does not accept type arguments"", name.node),"
src/typeck/infer.rs,477,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""print() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,486,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""print() does not support type {arg_type}""),"
src/typeck/infer.rs,496,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 0 arguments, got {}"", name.node, args.len()),"
src/typeck/infer.rs,505,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""bytes_new() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,514,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""abs() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,522,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""abs() expects int or float, found {t}""),"
src/typeck/infer.rs,530,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 2 arguments, got {}"", name.node, args.len()),"
src/typeck/infer.rs,538,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() requires matching argument types, found {left} and {right}"", name.node),"
src/typeck/infer.rs,545,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""{}() expects int or float arguments, found {left}"", name.node),"
src/typeck/infer.rs,553,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""pow() expects 2 arguments, got {}"", args.len()),"
src/typeck/infer.rs,561,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""pow() requires matching argument types, found {base_ty} and {exp_ty}""),"
src/typeck/infer.rs,575,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""pow() expects int,int or float,float, found {base_ty}""),"
src/typeck/infer.rs,583,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 1 argument, got {}"", name.node, args.len()),"
src/typeck/infer.rs,590,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects float, found {t}"", name.node),"
src/typeck/infer.rs,599,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""expect() takes exactly 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,607,type_err,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::type_err( format!(""unknown builtin '{}'"", name.node),"
src/typeck/infer.rs,617,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""'{}' expects {} arguments, got {}"","
src/typeck/infer.rs,630,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""argument {} of '{}': expected {expected}, found {actual}"","
src/typeck/infer.rs,646,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""function '{}' expects {} arguments, got {}"","
src/typeck/infer.rs,657,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""function '{}' expects {} type arguments, got {}"","
src/typeck/infer.rs,681,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot infer type parameters for '{}'"", name.node),"
src/typeck/infer.rs,690,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot infer type parameter '{}' for '{}'"", tp, name.node),"
src/typeck/infer.rs,714,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""function '{}' is not generic and does not accept type arguments"", name.node),"
src/typeck/infer.rs,721,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""undefined function '{}'"", name.node),"
src/typeck/infer.rs,728,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""function '{}' expects {} arguments, got {}"","
src/typeck/infer.rs,743,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""argument {} of '{}': expected {expected}, found {actual}"","
src/typeck/infer.rs,766,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown generic class '{}'"", name.node),"
src/typeck/infer.rs,772,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""class '{}' expects {} type arguments, got {}"","
src/typeck/infer.rs,793,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown class '{}'"", name.node),"
src/typeck/infer.rs,803,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cannot manually construct class '{}' with injected dependencies"", effective_name),"
src/typeck/infer.rs,811,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""class '{}' has {} fields, but {} were provided"","
src/typeck/infer.rs,828,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""class '{}' has no field '{}'"", effective_name, lit_name.node),"
src/typeck/infer.rs,835,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""field '{}': expected {field_type}, found {val_type}"","
src/typeck/infer.rs,857,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown generic enum '{}'"", enum_name.node),"
src/typeck/infer.rs,863,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""enum '{}' expects {} type arguments, got {}"","
src/typeck/infer.rs,884,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown enum '{}'"", enum_name.node),"
src/typeck/infer.rs,893,type_err,Poor,<complex or variable message>,Generic or missing message,"None => Err(CompileError::type_err( format!(""enum '{}' has no variant '{}'"", effective_name, variant.node),"
src/typeck/infer.rs,897,type_err,Poor,<complex or variable message>,Generic or missing message,"Some((_, fields)) if !fields.is_empty() => Err(CompileError::type_err( format!(""variant '{}.{}' has fields; use {}.{} {{ ... }}"", effective_name, variant.node, effective_name, variant.node),"
src/typeck/infer.rs,915,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown generic enum '{}'"", enum_name.node),"
src/typeck/infer.rs,921,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""enum '{}' expects {} type arguments, got {}"","
src/typeck/infer.rs,942,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown enum '{}'"", enum_name.node),"
src/typeck/infer.rs,951,type_err,Poor,<complex or variable message>,Generic or missing message,"None => Err(CompileError::type_err( format!(""enum '{}' has no variant '{}'"", effective_name, variant.node),"
src/typeck/infer.rs,957,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""variant '{}.{}' has {} fields, but {} were provided"","
src/typeck/infer.rs,970,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""variant '{}.{}' has no field '{}'"", effective_name, variant.node, lit_name.node),"
src/typeck/infer.rs,977,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""field '{}': expected {field_type}, found {val_type}"", lit_name.node),"
src/typeck/infer.rs,1035,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""catch handler type mismatch: expected {success_type}, found {handler_type}""),"
src/typeck/infer.rs,1063,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""to_equal() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,1069,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""cannot use to_equal() with bytes; compare elements individually"".to_string(),"
src/typeck/infer.rs,1076,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""to_equal: expected type {expected_type} but expect() wraps {inner_type}""),"
src/typeck/infer.rs,1085,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 0 arguments, got {}"", method.node, args.len()),"
src/typeck/infer.rs,1091,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{} requires bool, found {inner_type}"", method.node),"
src/typeck/infer.rs,1099,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown assertion method: {}"", method.node),"
src/typeck/infer.rs,1112,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""len() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1127,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""push() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,1134,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""push(): expected {}, found {arg_type}"", **elem),"
src/typeck/infer.rs,1149,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 0 arguments, got {}"", method.node, args.len()),"
src/typeck/infer.rs,1164,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""is_empty() expects 0 arguments, got {}"", args.len()),"
